,ID,Company,Short_Description,Detailed_Description,Submit_Date,Service_Type
7431,INC000000360911,FIFA, ,коллеги прошу предоставить тест по всем что сейчас «на радарах» пингать нужно адрес с битом если объект не отвечает пометьте это как прошу заполнить результат в виде таблицы 	город	 	 		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 ,1520351959.0,1.0
7432,INC000000360915,Ростелеком,консультация по ошибке регистрации в стэп агент ,добрый день коллеги требуется ваша консультация вот по такому вопросу как известно уже бывает так что пароли в тм агенте затираются и оператору при вводе своих данных выдается ошибка о неверных учетных данных пользователя в соответствии с предложенной вами инструкцией мы со своей стороны пароль сбрасываем и закрываем заявку однако один из пользователей выразил озабоченность в том что его пароль часто затирался в последнее время логин оператора во вложении логи отражающие такую ситуацию хотелось бы понять почему так происходит и связано ли это как то с конкретными логинами или этот процесс носит случайный характер и частое повторение такой проблемы с одним логином есть простое следствие этого процесса ,1520400245.0,1.0
7433,INC000000360966,Америя Банк,оптимизирование систем телефонии ,добрый день уважаемые коллеги у нас планируется оптимизирование систем телефонии в одном из наших филиалов где сечас установлено локальна станция панасоник и к этой станции подключено е канал каторий и обеспечивает все звонки на внешние номера сечас в рамках оптимизирования есть необходимость подключить е системе авая и там сделать настройки по маршрутизации по вопросам маршрутизации есть необахидимость поконсультироваться с вашим инжинером с уважением ,1520952475.0,1.0
7434,INC000000360976,Ростелеком,виртуализации бд с изменение адреса ,добрый день коллеги требуется консультация на данный момент проводятся работы по виртуализации бд с изменение адреса хотелось бы уточнить где необходимо потом будет изменить адрес и т д ,1521010467.0,1.0
7435,INC000000360981,РЕНОВА,уведомления о критически важных событиях на шлюзах ,коллеги добрый день не могли бы вы прислать ссылку на документацию о том как настроить уведомления о критически важных событиях загрузка памяти неработоспособность кластера свободное место на дисках на шлюзах и сервере управления интересуют средства доставки спасибо ,1521023357.0,1.0
7436,INC000000360988,РЕНОВА,защита коммутатора транк и консоль ,коллеги добрый день подскажите быстрый способ как защитить аутентифицировать авторизовать транки между коммутаторами не предлагать как отключить возможность восстановления пароля через консоль коммутатора по спасибо ,1521033456.0,1.0
7437,INC000000360997,Ростелеком, консультация , консультация ,1521092228.0,1.0
7438,INC000000361000,Ростелеком,нужна консультация ,добрый день коллеги можно ли получить некую расшифровку по системным кодам завершения в стэп из списка ниже а так же дать краткое пояснение тому как ведет себя система обзвона при попадании на выделеннын коды просиходит ли соединение с номером абонента или нет сколько попыток соединений делает система речь не идет о настройке со стороны супервизора о кол ве попыток набора номера в общем все что сможете описать это необходимо для отдела контроля при анализе претензий клиентов голосовое сообщение оператора связилиния свободна после набораневозможно соединение по набранному номерунет доступных линий связинет оператора для исходящего вызованет ответанет тонального сигнала наборанештатное завершение оператораразъединение клиента в очереди исходящих вызововсигнал занято ,1521110037.0,1.0
7439,INC000000361004,ФосАгро-Регион,фосагро волга доступ в личный кабинет ,доброго дня подскажите это правильно или нет в списке заявок я вижу не только свои волговские но и ставропольские заявки ,1521117485.0,1.0
7440,INC000000361269,Рублев Коммерческий банк,доступ у ,после смены не доступа у удаленного пользователя просьба подсказать где нужно сделать исправления в конфигурации чекпоинта ,1522074744.0,1.0
7441,INC000000361427,ВТБ Банк Армения, ,коллеги после переезда из здании ул налбандяна на здание ул московяна а также сделанных всех изменении прошу вам предоставить все схемы касаюшейся топологией сети и серверов банка включая все филиалы и головные офиси спасибо ,1522228864.0,1.0
7442,INC000000361455,Банк Национальная Факторинговая Компания,нужна консультация по смене ,добрый день в данный момент времени у нас есть к ней привязана сеть регистрировали мы ее в году при активный консультациях стэпа сами не разбираемся почти насколько помню нам тогда самим не удалось получить сеть в сети заканчивались и выделялись только в каких спец случаях далеко не для всех и тогда вымпелком нам предлоджил выделить сеть из своих получается это типа субаренда и тогда мы смогли зарегистрировать и настроить все это благополучно работает по сей день но так интернет который они нам поставляют сильно дорогой значительно выше рынка то у нашего нового руководства возникли вопросы и теперь необходимо сократить эти расходы до рыночных но билайн понимая что мы не уйдем от них просто так иначе потеряем сеть и не торопится снижать цену поэтому нужно поработать альтернативный вариант с другим провайдером то есть сделать все тоже самое но только например с мтс при чем сеть на белых адресов нам не нужна хватило бы и раньше не регистрировали на сети меньше чем вроде так вопрос собственно такой как нам правильно сформулировать задачу мтсу или другому провайдеру чтобы они поняли что мы хотим я подозреваю что то как я объясняю они не поймут а любой наводящий вопрос меня поставит в тупик с уважением алексей белорусов,1522251971.0,1.0
7443,INC000000361461,FIFA, уведомление о работах на сети пао мегафон ,добрый день в связи с заказом оргкомитета расширения до мбит с услуги с и необходимостью предоставления результатов тестирования уведомляем вас о проведении работ по тестированию каналов доступа в интернет на объектах работы будут проводиться в период с по тестирование каналов будет выполняться поочередно на объектах и поэтому услуга в целом будет для потребителей доступна в течение всего времени проведения работ прошу вас сообщить контактные данные инженера который сможет подтвердить работоспособность каналов доступа в интернет после окончания тестирования ,1522308379.0,1.0
7444,INC000000361500,КНС,ошибки в журнале событий на схд сх ,дата регистрации наименование организации оао «системный оператор единой энергетической системы»контактное лицо арушанов сержикконтактный телефон контактный описание претензии необходимо получить консультацию до ,1.0,1.0
7445,INC000000362208,Софткей,вопрос ,добрый день в связи со вчерашней рассылкой от ольги вадовой по поводу уязвимости в по письмо приложил хочу спросить у вас совета что лучше делать обновлять по закрывать ограничивать порт в случае обновления какого время простоя и пр спасибо ,1523431343.0,1.0
7446,INC000000362401,Ростелеком,консультация по вопросу падения сервиса ,добрый день просьба проанализировать причину нештатной остановки в работе сервера приложений за ,1523522964.0,1.0
7447,INC000000362436,КНС, консультаци ,добрый день прошу вас открыть новый кейс 	модель и серийный номер 	описание проблемы необходима консультация по обновлению лвк есть ли необходимость в обновлении текущих резервного полукомплекта лвк 	имя и телефон вашего представителя для проведения дополнительной диагностики ф и о телефон почтовый адрес авдеев алексей сергеевич 	необходимо указать наименование компании со еэс сист оператор един энергетической системы 	приоритет с уважениемдежурный инженеринженер отдела мониторинга и дежурной сменыт доб м ,1523629242.0,1.0
7448,INC000000362437,КНС, консультаци ,добрый день прошу вас открыть новый кейс модель и серийный номер описание проблемы необходима консультация по обновлению лвк есть ли необходимость в обновлении текущих резервного полукомплекта лвк имя и телефон вашего представителя для проведения дополнительной диагностики ф и о телефон почтовый адрес авдеев алексей сергеевич необходимо указать наименование компании со еэс сист оператор един энергетической системы приоритет с уважением дежурный инженер инженер отдела мониторинга и дежурной смены т доб м ,1523629696.0,1.0
7449,INC000000362438,КНС, кон ,добрый день прошу вас открыть новый кейс модель и серийный номер описание проблемы необходима консультация по обновлению лвк есть ли необходимость в обновлении текущих резервного полукомплекта лвк имя и телефон вашего представителя для проведения дополнительной диагностики ф и о телефон почтовый адрес авдеев алексей сергеевич необходимо указать наименование компании со еэс сист оператор един энергетической системы приоритет с уважениемдежурный инженеринженер отдела мониторинга и дежурной сменыт доб м ,1523630004.0,1.0
7450,INC000000362440,КНС, кон ,добрый день прошу вас открыть новый кейс модель и серийный номер описание проблемы необходима консультация по обновлению лвк есть ли необходимость в обновлении текущих резервного полукомплекта лвк имя и телефон вашего представителя для проведения дополнительной диагностики ф и о телефон почтовый адрес авдеев алексей сергеевич необходимо указать наименование компании со еэс сист оператор един энергетической системы приоритет с уважениемдежурный инженеринженер отдела мониторинга и дежурной сменыт доб м ,1523630331.0,1.0
7451,INC000000362441,КНС, кон ,добрый день прошу вас открыть новый кейс модель и серийный номер описание проблемы необходима консультация по обновлению лвк есть ли необходимость в обновлении текущих резервного полукомплекта лвк имя и телефон вашего представителя для проведения дополнительной диагностики ф и о телефон почтовый адрес авдеев алексей сергеевич необходимо указать наименование компании со еэс сист оператор един энергетической системы приоритет с уважениемдежурный инженеринженер отдела мониторинга и дежурной сменыт доб м ,1523630616.0,1.0
7452,INC000000362442,КНС, коммутатор консульт ,добрый день прошу вас открыть новый кейс модель и серийный номер коммутатор описание проблемы необходима консультация по обновлению лвк есть ли необходимость в обновлении текущих резервного полукомплекта лвк имя и телефон вашего представителя для проведения дополнительной диагностики ф и о телефон почтовый адрес авдеев алексей сергеевич необходимо указать наименование компании со еэс сист оператор един энергетической системы приоритет адрес места расположения оборудования г кострома ул маршала новикова с уважениемдежурный инженеринженер отдела мониторинга и дежурной сменыдепартамент сервиса и аутсорсинга,1523632828.0,1.0
7453,INC000000362443,КНС, коммутатор консульт ,добрый день прошу вас открыть новый кейс модель и серийный номер коммутатор описание проблемы необходима консультация по обновлению лвк есть ли необходимость в обновлении текущих резервного полукомплекта лвк имя и телефон вашего представителя для проведения дополнительной диагностики ф и о телефон почтовый адрес авдеев алексей сергеевич необходимо указать наименование компании со еэс сист оператор един энергетической системы приоритет адрес места расположения оборудования г кострома ул маршала новикова с уважениемдежурный инженеринженер отдела мониторинга и дежурной сменыдепартамент сервиса и аутсорсинга,1523633095.0,1.0
7454,INC000000362680,ФосАгро-Череповец,консультация по функционалу ,добрый день есть необходимость подключить линка по гб через модуль посредством кабеля прошу дать консультацию возможно ли это сделать на имеющемся оборудовании и спасибо ,1523945689.0,1.0
7455,INC000000362816,ФосАгро-Череповец,подключение ар ,добрый день прошу консультацию по вопросу подключения точки к контроллеру поддерживается ли данная точка контроллером если да то какая актуальная версия по для этой точки спасибо ,1524055366.0,1.0
7456,INC000000362820,ЦентроКредит, ,хочу проконсультироваться вот по какому вопросу у меня на файрволе закрыты все широковещательные пакеты первым правилом в одном сегменте сети за интерфейсом а файрвола стоит сервер в другом сегменте сети за интерфейсом в стоят машины которым нужно получить с сервера адреса подскажите как это можно сделать ,1524061675.0,1.0
7457,INC000000362830,Ростелеком,консультация по версии по еарм ,добрый день коллеги проконсультируйте какая из версий еарм актуальна а какие можно заархивировать и закрыть речь идет о ресурсе \\ ,1524131840.0,1.0
7458,INC000000362835,Ростелеком,вопрос по установке клиента еарм ,добрый день при установке нового клиента на рм пользователя после ее завершения система выдает сообщение о том что файл с настройками не найден см вложение при подкладывании файлика из папки с дистрибутивом приложение запускается также см вложение хотелось бы понять возможно ли как то решить проблему с запуском ярлыка на новом рабочем месте так что бы не было ошибок есть ли возможность чтобы файл формировался автоматически или отсутствие данного файла и подключение по умолчанию было к ,1524142385.0,1.0
7459,INC000000362859,FIFA, ,здравствуйте скажите пожалуйста прописаны ли у вас настройки для с вашей стороны,1524310665.0,1.0
7460,INC000000362868,КНС,запрос по лицензии ,в году нами было приобретено оборудование в комплекте с предустановленным по см ниже в процессе проведения ревизии эксплуатационной документации было выявлено отсутствие реквизитов соглашений с подписку и поддержку пов связи с вышеизложенным просим предоставить реквизиты копии или дубликаты вышеуказанных соглашений с модель и серийный номер оборудования 	сервер ,1.0,1.0
7461,INC000000362877,Россельхозбанк,переход на ,добрый день мы планируем переход рабочих мест операторов и супервизоров на разрядную при попытке установить агент сразу же возникает ошибка во вложении говорит что нет компонент но при попытке установить система сообщает что уже установлена более свежая версия во вложении на рабочих местах операторов и супервизоров используется и с патчем на с патчем на запись экранов для для приложения разработки оценочных форм прошу проконсультировать о совместимости перечисленного по с ,1524487696.0,1.0
7462,INC000000362994,КНС,вопрос о поддержке ,наименование организации оао «системный оператор единой энергетической системы»контактное лицо арушанов сержикконтактный телефон контактный описание претензии адрес оборудования г астрахань ул куйбышева д необходимо получить консультацию до ,1.0,1.0
7463,INC000000363079,КНС,вопрос о поддержке ,добрый день в астраханском рду имеется две схд сх с полками расширения серийные номера указаны в конце письма прошу дать рекомендации о возможности перехода на платформу виртуализации одна схд – работает с первым сайтом вторая схд – со вторым сайтом между сайтами настроена технология версии по следующие прошивка схд – по виртуализации – утилита – по – сервера версией гипервизора прошу дать рекомендации о возможности перехода на платформу виртуализации серийные номера схд и дисковых полок г астрахань ул куйбышева д филиал ао «со еэс» астраханское рду,1.0,1.0
7464,INC000000363192,FIFA,трафик на хх ,по результатам тестирования апреля и обнаружения влияния линка на протоколы на решил внимательнее посмотреть на трафик на этом линке удалось нарыть нестандартное прохождение трафика на хх необходимо ваше мнение исходные данные интересует именно часть есть сеть между сетями и на стороне этот прописан в в сторону и в между шасси на каждом интерфейс с между ними на стороне этот прописан в в сторону стандартный интерфейс т е между и только один логический линк это важно как это выглядит на всё стандартно вопросов нет | как это выглядит на | вопрос возник в этой части | т е видит что мак адрес прилетает со стороны это тот мак адрес на котором живет адрес на стороне этот мак адрес видим выученным со стороны интерфейса это можно было бы списать на непонятное поведение процесса на стороне но ситуация исправилась после удаления лишних интерфейсов из теперь мак адрес со стороны не видит все стало логично и красиво есть мнение что если ’ы вынести из лишних портов на стороне то влияние линков на работу исчезнет с уважением марудин павелм ,1524925553.0,1.0
7465,INC000000363294,СОГАЗ,маршрутизация по линии ,андрей доброе утро помогите разобраться с маршрутизацией звонков на линию вопрос какие звонки маршрутизируются на какие на есть возможность получить схему распределения по звонкам отчет по очередям новый по дням с по — представление 												 	 	 	 	 	 	 	 	 	 	 	 	 												объект	группа	статистическое значение	 	 	 	 	 	 	 	 	 	 	 	вошедшие	 	 	 	 	 	 	 	 	 	 	внутренние переводы	вошедшие	 	 	 	 	 	 	 	 	 	 	звонки с номера 	вошедшие	 	 	 	 	 	 	 	 	 	 	переводы с моб врачей на номер 	вошедшие	 	 	 	 	 	 	 	 	 	 	переводы с моб врачей	вошедшие	 	 	 	 	 	 	 	 	 	 	общая линия	вошедшие	 	 	 	 	 	 	 	 	 	 отчет по очередям новый по дням с по — представление 												 	 	 	 	 	 	 	 	 	 	 	 	 												объект	группа	статистическое значение	 	 	 	 	 	 	 	 	 	 	анализ звонков	отвеченные	 	 	 	 	 	 	 	 	 	 	анализ звонков	отвеченные	 	 	 	 	 	 	 	 	 	 	анализ звонков	отвеченные	 	 	 	 	 	 	 	 	 	 	анализ звонков	отвеченные	 	 	 	 	 	 	 	 	 	 	анализ звонков	отвеченные	 	 	 	 	 	 	 	 	 	 	анализ звонков	отвеченные	 	 	 	 	 	 	 	 	 	 ,1525329162.0,1.0
7466,INC000000363787,РЕНОВА,замена сертификата на корпоративный ,добрый день уважаемые коллеги подскажите можно ли заменить самоподписанный сертификат на консоли управления на сертификат выданный нашим корпоративным если да то как это сделать спасибо ,1525683333.0,1.0
7467,INC000000363799,ВТБ Банк Армения, ,коллеги подскажите пожалуйста когда от вас можно ожидать сетевую схему вашего узла связи с втб необходимо уже сейчас начать прорабатывать решение по подключению для реализации подключения фпсу в вашей сети а также для выработки рабочего решения по установке оборудования необходима подробная схема на физическом как именно соединено и скоммутировано оборудование и логическом уровне вашего сегмента доступа в сеть втб с указанием типов и моделей всех включая коммутаторы сетевых устройств и их фактическими адресами указанием всех подсетей на схеме адрес маска ов если есть желательно сделать схему коммутации сетевого оборудования и точную логическую схему эти данные нам необходимы для создания полноценного стенда эмулирующего вашу сеть и тестирования всех аспектов и параметров внедрения фпсу просьба составить данную схему и по возможности оперативно прислать нам спасибо ,1525697025.0,1.0
7468,INC000000363805,Инвитро-информационные технологии,теряется часть пакетов ,есть она является концом тунеля к её внутреннему интерфейсу подключена камера и один комп проблема в том что с компа веб интерфейс камеры открывается а с компа который находится в центре не открывается совсем при разборе было обнаружено что часть пакетов которые имеют размер байт и отсылаются камерой не доходят до компа в центре но не доходит только часть таких пакетов при попытке пинговать камеру компа в центре потерь пакетов нету асы загружен на тунель не рвётся мы думаем обновить прошивку ейчас используется возможновы сможете подсказать другое решение в противном случае вышлите прошивку и инструкцию по смене прошивки ,1525699574.0,1.0
7469,INC000000363884,Ростелеком,консультация по работе екц ,добрый день подскажите почему см в коми филиале не работает речь идет об пинг не проходит он специально отключен или отключился из за какой либо причины ,1525886147.0,1.0
7470,INC000000363889,Ростелеком,порядок перезагрузки серверов ,добрый день требуется консультация по вопросу порядка перезагрузки серверов в связи с планируемыми на следующей неделе перезагрузками серверов во избежание повторения ситуации с неработоспособностью еарм просим указать актуальный порядок перезагрузок серверов отвечающих за данную систему ,1525941019.0,1.0
7471,INC000000363902,Софткей,вопрос по ,добрый день планирую на ряде серверов объединить сетевые адаптеры в вопрос на текущем оборудовании что то необходимо будет перенастраивать петли не получиться если я начну объединять интерфейсы спасибо ,1525959334.0,1.0
7472,INC000000364109,Ростелеком,требуется консультация по настройкам ,добрый день наблюдается такая проблема у операторов при перезвоне абонентам аппарата на мобильные номера ххх хх хххх через кнопку происходит изменение номера нажимается кнопка но аппарат набирает ххх хх хххх вместо ххх хх хххх далее вполне очевидно слышим короткие гудки как я понял это связано с неверными данными правил набора номера в конфигурационном файле для аппарата как мне кажется данные в этом разделе должны быть аналогичными правилам набора для нормально работающего клиента см вложение вопрос в том какой файлик надо менять вот этот и каким образом сделать это без каких либо последствий ,1526371482.0,1.0
7473,INC000000364146,Инвитро-информационные технологии,диагностика ,добрый день требуется помощь в диагностике работоспособности маршрутизатора в памяти устройства есть и файлы во вложении ,1526482502.0,1.0
7474,INC000000364281,FIFA,самара центр аккредитации ,коллеги подскажите пожалуйста по электропитанию «лег» аккредитационный центр в самаре вся на мониторинге это не должно отразиться с уважением вц,1526793122.0,1.0
7475,INC000000364311,Ростелеком,возможное неверное отображение скилл группы ,добрый день просьба проконсультировать по такому вопросу у оператора быковой олеси в системе по разному отображаются скилл группы в навыках оператора нет подключенного скилла но звонки на него приходят во вложении скрины за ,1526908964.0,1.0
7476,INC000000364317,FIFA, ,проверьте пожалуйста наличие настроек на для объекта алексей абубекировмоб ,1526912170.0,1.0
7477,INC000000364329,КНС,вопрос о поддержке ,добрый день в астраханском рду имеется две схд сх с полками расширения серийные номера указаны в конце письма одна схд – работает с первым сайтом вторая схд – со вторым сайтом между сайтами настроена технология версии по следующие прошивка схд – по виртуализации – утилита – по – сервера версией гипервизора вопросы согласно предоставленной вами информации для перехода на необходимо предварительно обновить схд до версии и утилиту до версии прошу предоставить прошивку для схд и утилиту прошу предоставить процедуру обновления прошивок схд и утилиты совместимы ли версии и гипервизоры версии с прошивкой схд совместимы ли версии и гипервизоры версии с прошивкой схд серийные номера схд и дисковых полок г астрахань ул куйбышева д филиал ао «со еэс» астраханское рду,1.0,1.0
7478,INC000000364346,FIFA, ,приветствую стадион санкт петербургпроверьте пожалуйста настройки для следующих вланов и подсетей его не вижу нет и заодно остальных с уважением алексей абубекировсанкт петербург моб ,1526988436.0,1.0
7479,INC000000364700,FIFA,тестирование сервисов стадионы ,коллеги надо организовать и провести на всех стадионах тестирование локально интернета от мегафон задача 	проверить полосу она должна приблизительно соответствовать таблице ,1.0,1.0
7480,INC000000364718,Инвитро-информационные технологии,настройка и поверх интерфейса ,здравствуйте коллегинужна консультация а возможно и помощь в настройке задача следующая провайдер подаёт интернет через мы хотим на интерфейсе поднять тунель с другой циской маршрутизацией а кроме этого организовать через интерфейс тунелей с удалёнными будет ли корректно и безпроблемно работать такая связка и что посоветуете работы по настройке планируем производить мая в ответ нужен как можно скорее задача горящая ,1527262274.0,1.0
7481,INC000000364727,FIFA, ,проверьте пожалуйста наличие сети в для на аэродроме в калининграде ,1527318723.0,1.0
7482,INC000000364739,FIFA, \\ наличие сети в ,коллеги добрый день проверьте пожалуйста наличие сети в для и на объекте в волгограде с уважением роман осиповменеджер проектов по магистральным каналам связипроектный офис «чм » г москва бережковская набережная д стр ,1527403474.0,1.0
7483,INC000000364779,FIFA,тестирование екатеринбург ,прошу согласовать тестирование в екатеринбурге в по нашему времени ,1527514681.0,1.0
7484,INC000000364781,FIFA,тестирование ,коллеги оформите заявку покрасить исходящий трафик произвольным образом на в и наложить на него любоой на в цель проверить сохранение окраски после на и начать подготовку к внедрению ,1527515111.0,1.0
7485,INC000000364946,FIFA,тест калининград , [ ]коллеги сегодня в по москве тестирование калиниграда [ ]нужно проконтролировать процесс с нашей стороны чтобы все делалось корректно [ ]по окончанию собрать развалившийся [ ]контакт со стороны никита федоров [ ]дежурные заведите заявку пожалуйста с ответственными,1527695768.0,1.0
7486,INC000000365104,КНС, просим дать рекомендации для обновлени ,добрый день прошу открыть новый кейс модель и серийный номер описание проблемы текущее по лвк текущий уровень микрокодов просим дать рекомендации учитывающие типовую архитектуру лвк ленинградского рду либо предоставить типовую программу для обновления по лвк до в том числе подсказать вариант установки порядок обновления микрокодов на схд до или выше совместимые версии просим высказать своё отношение к варианту плавного перехода на версию по одному гипервизору с основного и резервного полукомплекта не и к развёртыванию второго комплекта ов в дополнение к существующим временного отключения автоматического режима а также выделению одного из разделов схд для отработки планов восстановления на тестовых и принятия решения об окончательном переводе оставшегося оборудования под управление новой версии имя и телефон вашего представителя для проведения дополнительной диагностики ф и о телефон почтовый адрес кузьмин виталий анатольевич точную формулировку сообщений об ошибках отсутствует необходимо указать наименование компании со еэс сист оператор един энергетической системы необходимо указать месторасположения оборудования санкт петербург проспект тореза д приоритет с уважениемдежурный инженеринженер отдела мониторинга и дежурной сменыдепартамент сервиса и аутсорсингат доб м ,1527846375.0,1.0
